ID_Transacao,Data,Investidor,Ativo,Valor_Aporte,Rendimento_Mensal_Porcentagem,Analise_rendimento,Analise
1162,2023-06-12,Andrei S.R.,Tesouro Selic,3737.893368511106,11.057068971960229,413.30144785460055,Lucro
1166,2023-06-16,Andrei S.R.,Tesouro Selic,3233.090239991735,5.747912058758457,185.83518377502767,Lucro
1176,2023-06-26,Andrei S.R,Tesouro Selic,2019.5028378168608,4.967355454789594,100.31588437392648,Lucro
1189,2023-07-09,Andrei S.R.,Tesouro Selic,0.0,14.937485036918948,0.0,Zero
1192,2023-07-12,Anonimo,Tesouro Selic,2321.140616195306,-3.6584704522314495,-84.91824359824825,Prejuizo
1214,2023-08-03,Andrei S.R.,Tesouro Selic,1527.0961330394816,7.879990864780314,120.3350357799246,Lucro
1217,2023-08-06,Andrei S.R,Tesouro Selic,1644.7720898899863,-1.8769480526761928,-30.871517712151615,Prejuizo
1231,2023-08-20,Anonimo,Tesouro Selic,2324.6878843729623,-0.1365561800109187,-3.1745049720763605,Prejuizo
1235,2023-08-24,Andrei S.R.,Tesouro Selic,2950.878533477017,2.943670592369097,86.86414360649542,Lucro
1237,2023-08-26,Anonimo,Tesouro Selic,2279.6814721541414,-0.9003140916835806,-20.524293539303432,Prejuizo
1254,2023-09-12,Andrei S.R.,Tesouro Selic,0.0,7.48297815698268,0.0,Zero
1286,2023-10-14,Anonimo,Tesouro Selic,1772.3223574466251,-0.8715745647879363,-15.447110873554717,Prejuizo
1298,2023-10-26,Andrei S.R.,Tesouro Selic,3219.29317825844,5.378354105656751,173.14498682599051,Lucro
1301,2023-10-29,Anonimo,Tesouro Selic,1159.7284397045455,9.76067232852741,113.19729290030425,Lucro
1308,2023-11-05,Andrei S.R,Tesouro Selic,2820.646071755057,9.380918103684907,264.60249798614734,Lucro
1333,2023-11-30,Andrei S.R.,Tesouro Selic,984.2574327318324,8.893929417088536,87.53916134961686,Lucro
1341,2023-12-08,Andrei S.R.,Tesouro Selic,2365.5308172378686,3.920115459159115,92.73153925771464,Lucro
1362,2023-12-29,Andrei S.R,Tesouro Selic,1836.8597773147133,8.948405344936798,164.36965849222398,Lucro
1363,2023-12-30,Anonimo,Tesouro Selic,2602.5675831484123,0.9469801474510148,24.645798336411147,Lucro
1381,2024-01-17,Andrei S.R,Tesouro Selic,1100.9110318339667,1.3058067566122062,14.375770637977094,Lucro
1410,2024-02-15,Anonimo,Tesouro Selic,3067.4223171333347,2.0924431528155303,64.18406824279195,Lucro
1417,2024-02-22,Andrei S.R.,Tesouro Selic,2173.511951439288,3.555462674717248,77.27840616394238,Lucro
1431,2024-03-07,Andrei S.R.,Tesouro Selic,0.0,-0.3665659723311325,-0.0,Zero
1434,2024-03-10,Andrei S.R.,Tesouro Selic,4253.535578144042,7.154735897577183,304.329236925689,Lucro
1439,2024-03-15,Anonimo,Tesouro Selic,1916.678451655072,-1.2712347571149096,-24.365482659571164,Prejuizo
1443,2024-03-19,Andrei S.R,Tesouro Selic,1866.3199407308173,14.382052602816229,268.4151156127548,Lucro
1450,2024-03-26,Andrei S.R.,Tesouro Selic,1905.981354090242,8.920412361075844,170.02139631006668,Lucro
1464,2024-04-09,Andrei S.R.,Tesouro Selic,1831.5079254637556,12.242552345309011,224.22331648338343,Lucro
1471,2024-04-16,Andrei S.R.,Tesouro Selic,0.0,0.1950756752065245,0.0,Zero
1477,2024-04-22,Anonimo,Tesouro Selic,2466.875231815304,-3.4773828101939963,-85.78269526007867,Prejuizo
1491,2024-05-06,Andrei S.R.,Tesouro Selic,4219.916208335038,12.345884019196047,520.9859607882993,Lucro
1496,2024-05-11,Andrei S.R.,Tesouro Selic,444.1307685103154,7.372227564303685,32.74233093767126,Lucro
