ID_Transacao,Data,Investidor,Ativo,Valor_Aporte,Rendimento_Mensal_Porcentagem,Analise_rendimento,Analise
1121,2023-05-02,Andrei S.R,Acoes Petr4,635.9188178078916,7.822952657705946,49.74762805855468,Lucro
1127,2023-05-08,Andrei S.R,Acoes Petr4,1150.5534055958422,13.169011226672566,151.51650715178002,Lucro
1130,2023-05-11,Andrei S.R,Acoes Petr4,0.0,4.240116072882653,0.0,Zero
1131,2023-05-12,Andrei S.R.,Acoes Petr4,2102.844462209041,13.945666792236306,293.2556818586664,Lucro
1136,2023-05-17,Andrei S.R.,Acoes Petr4,825.1200614956444,-4.63779632358319,-38.267387877192355,Prejuizo
1142,2023-05-23,Andrei S.R.,Acoes Petr4,0.0,9.144772686267972,0.0,Zero
1146,2023-05-27,Andrei S.R,Acoes Petr4,144.57393368287717,3.4826134260477204,5.034951225005208,Lucro
1150,2023-05-31,Andrei S.R.,Acoes Petr4,2375.739275518815,4.016787428082642,95.4283965430614,Lucro
1171,2023-06-21,Andrei S.R.,Acoes Petr4,776.2845725518425,4.044358817796143,31.395733561191538,Lucro
1172,2023-06-22,Andrei S.R,Acoes Petr4,1884.347435878844,-0.5079035412003607,-9.570667355346846,Prejuizo
1178,2023-06-28,Anonimo,Acoes Petr4,1603.0147501430658,13.296918021362,213.15155719686436,Lucro
1182,2023-07-02,Andrei S.R.,Acoes Petr4,393.6612529083316,-4.738110868233328,-18.652106608073147,Prejuizo
1197,2023-07-17,Andrei S.R.,Acoes Petr4,2230.587658918292,-1.1862455867266686,-26.460247661987957,Prejuizo
1201,2023-07-21,Andrei S.R.,Acoes Petr4,2841.176789552352,-3.6858272114329527,-104.72086723423776,Prejuizo
1203,2023-07-23,Anonimo,Acoes Petr4,3580.7030780523546,4.065776694960553,145.5833912631878,Lucro
1205,2023-07-25,Andrei S.R.,Acoes Petr4,593.2624401273158,3.8152549387645625,22.63447454679257,Lucro
1208,2023-07-28,Andrei S.R,Acoes Petr4,2772.571529459072,-1.8951950813857497,-52.54563925420998,Prejuizo
1209,2023-07-29,Andrei S.R.,Acoes Petr4,2007.7678672704833,-1.3614373900945775,-27.33450245132483,Prejuizo
1210,2023-07-30,Andrei S.R.,Acoes Petr4,2856.3357660397505,12.235712420270346,349.4930300899499,Lucro
1213,2023-08-02,Andrei S.R,Acoes Petr4,2977.086876958697,0.4148934628710758,12.3517388364943,Lucro
1215,2023-08-04,Anonimo,Acoes Petr4,3138.453830739901,3.1746834219619284,99.63597347042872,Lucro
1219,2023-08-08,Anonimo,Acoes Petr4,2122.811209079484,8.178478838203027,173.6136655095674,Lucro
1232,2023-08-21,Anonimo,Acoes Petr4,2007.7678672704833,9.445338637113185,189.64047411084232,Lucro
1233,2023-08-22,Andrei S.R,Acoes Petr4,1022.5994785912744,12.113929362125717,123.87697849401287,Lucro
1236,2023-08-25,Anonimo,Acoes Petr4,0.0,8.361702731412922,0.0,Zero
1244,2023-09-02,Andrei S.R,Acoes Petr4,199.55538941633563,-1.3712912982040537,-2.7364856901634234,Prejuizo
1250,2023-09-08,Anonimo,Acoes Petr4,108.67406849743224,0.1884686686258501,0.20481657003865494,Lucro
1255,2023-09-13,Andrei S.R.,Acoes Petr4,1273.6488907006228,3.188233043824809,40.60689479562538,Lucro
1257,2023-09-15,Anonimo,Acoes Petr4,938.4958015718288,3.7225305827063337,34.93579323092627,Lucro
1263,2023-09-21,Anonimo,Acoes Petr4,463.4185379985652,4.748623964990273,22.006003753607423,Lucro
1268,2023-09-26,Andrei S.R.,Acoes Petr4,1339.9332699545243,0.3735471876989216,5.005283046957325,Lucro
1272,2023-09-30,Anonimo,Acoes Petr4,3744.7456282324392,-2.2128785185435174,-82.86667158125313,Prejuizo
1275,2023-10-03,Andrei S.R.,Acoes Petr4,2693.155211394906,5.5138036460537165,148.495290239778,Lucro
1276,2023-10-04,Andrei S.R.,Acoes Petr4,2298.589543360205,-1.56641428303393,-36.00543491551864,Prejuizo
1284,2023-10-12,Andrei S.R.,Acoes Petr4,5199.550061984401,8.028407767037285,417.4410810273476,Lucro
1290,2023-10-18,Anonimo,Acoes Petr4,1687.8166244640872,12.477801551250304,210.6024089496404,Lucro
1294,2023-10-22,Anonimo,Acoes Petr4,2535.523228947571,-1.4925744275310082,-37.844571319379945,Prejuizo
1299,2023-10-27,Andrei S.R.,Acoes Petr4,2944.4432628854183,-4.060680664498899,-119.56443825312866,Prejuizo
1302,2023-10-30,Anonimo,Acoes Petr4,3120.9404076848928,-3.34402664149747,-104.36507869824258,Prejuizo
1307,2023-11-04,Anonimo,Acoes Petr4,1112.6429167462552,-200.0,-2225.2858334925104,Prejuizo
1309,2023-11-06,Andrei S.R.,Acoes Petr4,1696.711021349159,0.9424343124635008,15.99038684854439,Lucro
1312,2023-11-09,Anonimo,Acoes Petr4,3238.124523482045,8.273423307252962,267.90374904363745,Lucro
1317,2023-11-14,Anonimo,Acoes Petr4,1534.599865109816,0.2452808859965021,3.7640801456424824,Lucro
1321,2023-11-18,Anonimo,Acoes Petr4,2892.7355381553707,6.936856978337785,200.66492704338793,Lucro
1323,2023-11-20,Anonimo,Acoes Petr4,5138.580913528191,10.41824407491644,535.3499015584379,Lucro
1326,2023-11-23,Andrei S.R.,Acoes Petr4,3737.1663102501016,9.563775124072066,357.4141819249011,Lucro
1327,2023-11-24,Andrei S.R.,Acoes Petr4,3187.494040944404,4.909826324123969,156.50042150217118,Lucro
1328,2023-11-25,Andrei S.R.,Acoes Petr4,2936.1797255782326,8.76804792855472,257.4456456072059,Lucro
1329,2023-11-26,Anonimo,Acoes Petr4,0.0,3.696546772074925,0.0,Zero
1332,2023-11-29,Andrei S.R,Acoes Petr4,2113.7068372905896,10.988317579379585,232.2608199785501,Lucro
1335,2023-12-02,Anonimo,Acoes Petr4,1779.413927746792,6.804613337381742,121.08223745468652,Lucro
1337,2023-12-04,Andrei S.R.,Acoes Petr4,1517.9212375205095,-3.168358533467317,-48.093187060293765,Prejuizo
1338,2023-12-05,Andrei S.R,Acoes Petr4,2619.397181413437,13.346271509244858,349.5918597369444,Lucro
1344,2023-12-11,Andrei S.R.,Acoes Petr4,0.0,12.458916717528163,0.0,Zero
1346,2023-12-13,Anonimo,Acoes Petr4,0.0,11.131222957228996,0.0,Zero
1348,2023-12-15,Andrei S.R.,Acoes Petr4,922.333668121346,8.84553129035705,81.58531321517161,Lucro
1360,2023-12-27,Anonimo,Acoes Petr4,2779.0197713617586,13.309765951760838,369.88102732140925,Lucro
1361,2023-12-28,Anonimo,Acoes Petr4,4299.108369503867,-99.0,-4256.1172858088285,Prejuizo
1365,2024-01-01,Andrei S.R.,Acoes Petr4,1398.1692921712456,14.421164903307355,201.63229925142053,Lucro
1366,2024-01-02,Anonimo,Acoes Petr4,2336.138722715625,13.885329782268675,324.3805658203437,Lucro
1367,2024-01-03,Anonimo,Acoes Petr4,2018.888601172692,4.484284333149276,90.5327052461236,Lucro
1369,2024-01-05,Anonimo,Acoes Petr4,840.4853242168003,11.890987970701406,99.94200879813044,Lucro
1375,2024-01-11,Anonimo,Acoes Petr4,848.9786556679258,-2.588662284454424,-21.977190262343782,Prejuizo
1378,2024-01-14,Andrei S.R,Acoes Petr4,5284.704399826509,1.7974992753613233,94.99252329186947,Lucro
1379,2024-01-15,Anonimo,Acoes Petr4,787.5525719672728,9.49533543057523,74.78075840041494,Lucro
1380,2024-01-16,Anonimo,Acoes Petr4,740.4172367288359,-3.6928731840211526,-27.342669585029594,Prejuizo
1385,2024-01-21,Andrei S.R.,Acoes Petr4,2225.590679714312,7.517827528740181,167.31606879663826,Lucro
1386,2024-01-22,Andrei S.R,Acoes Petr4,2512.6339636657394,12.71955496472374,319.5958580707804,Lucro
1387,2024-01-23,Anonimo,Acoes Petr4,4814.256258823829,7.317263763646091,352.27182871598,Lucro
1388,2024-01-24,Anonimo,Acoes Petr4,3425.6357572790757,-0.3408105049273242,-11.674926521353783,Prejuizo
1395,2024-01-31,Anonimo,Acoes Petr4,1296.2365218429427,10.975664715473307,142.27057455699432,Lucro
1400,2024-02-05,Andrei S.R.,Acoes Petr4,0.0,4.597512406078177,0.0,Zero
1403,2024-02-08,Anonimo,Acoes Petr4,2070.4708906471133,14.681669383985902,303.9796908564774,Lucro
1404,2024-02-09,Anonimo,Acoes Petr4,1324.9017927811346,10.365468277290365,137.33227503597982,Lucro
1421,2024-02-26,Anonimo,Acoes Petr4,4633.011263664806,13.999223679004508,648.5856098739096,Lucro
1423,2024-02-28,Anonimo,Acoes Petr4,3457.356426431533,-3.2117799537548097,-111.04268063398163,Prejuizo
1425,2024-03-01,Andrei S.R,Acoes Petr4,4052.947336298523,12.582366151243292,509.95667377014206,Lucro
1426,2024-03-02,Andrei S.R,Acoes Petr4,552.6148091298433,13.894640445828204,76.78384077899153,Lucro
1427,2024-03-03,Andrei S.R.,Acoes Petr4,3029.077189997659,4.3480302249973946,131.70519175959996,Lucro
1429,2024-03-05,Andrei S.R,Acoes Petr4,0.0,-1.6593210781584955,-0.0,Zero
1432,2024-03-08,Anonimo,Acoes Petr4,2007.7678672704833,13.854635482702513,278.1689193491559,Lucro
1433,2024-03-09,Anonimo,Acoes Petr4,3076.3133836939437,7.992932979847369,245.8876670087318,Lucro
1435,2024-03-11,Anonimo,Acoes Petr4,2111.142170629663,5.253770220330171,110.91455866937319,Lucro
1438,2024-03-14,Anonimo,Acoes Petr4,0.0,-0.5902758185964929,-0.0,Zero
1444,2024-03-20,Andrei S.R.,Acoes Petr4,43.29574924272015,12.675717699268514,5.488046949790391,Lucro
1445,2024-03-21,Anonimo,Acoes Petr4,3004.5088232450576,13.55504566390426,407.2625429669,Lucro
1448,2024-03-24,Anonimo,Acoes Petr4,1229.1996239949597,2.924840378053175,35.95212692948238,Lucro
1456,2024-04-01,Andrei S.R,Acoes Petr4,1839.4544600681636,6.858798696834063,126.16447853601123,Lucro
1457,2024-04-02,Anonimo,Acoes Petr4,447.1365163709388,6.601724156756223,29.51871941493851,Lucro
1458,2024-04-03,Anonimo,Acoes Petr4,1169.526041979227,-3.1702632520449026,-37.07705433196268,Prejuizo
1459,2024-04-04,Anonimo,Acoes Petr4,203.1831611167272,12.549217252607608,25.497896309253843,Lucro
1460,2024-04-05,Anonimo,Acoes Petr4,4947.087699374584,0.3120008517741208,15.43495576006146,Lucro
1465,2024-04-10,Anonimo,Acoes Petr4,1668.5456007001656,11.19032149449756,186.71561700064404,Lucro
1473,2024-04-18,Andrei S.R.,Acoes Petr4,0.0,4.917514701575417,0.0,Zero
1488,2024-05-03,Andrei S.R.,Acoes Petr4,4530.712452608847,777.0,35203.635756770746,Lucro
1489,2024-05-04,Andrei S.R,Acoes Petr4,3322.459635424176,8.16903669316851,271.41294673351365,Lucro
